resultId,raceId,driverId,positionOrder,points,laps,rank,statusId,time_,fastestLapTime_,fastestLapSpeed_
24203,1010,822,1,26.0,58,1,1,0 days 01:25:27.325000,0 days 00:01:25.580000,223.075
24204,1010,1,2,18.0,58,2,1,0 days 01:25:48.211000,0 days 00:01:26.057000,221.839
24205,1010,830,3,15.0,58,3,1,0 days 01:25:49.845000,0 days 00:01:26.256000,221.327
24206,1010,20,4,12.0,58,8,1,0 days 01:26:24.434000,0 days 00:01:27.954000,217.054
24207,1010,844,5,10.0,58,4,1,0 days 01:26:25.528000,0 days 00:01:26.926000,219.621
24208,1010,825,6,8.0,58,9,1,0 days 01:26:54.481000,0 days 00:01:28.182000,216.493
24209,1010,807,7,6.0,57,12,11,,0 days 00:01:28.444000,215.851
24210,1010,8,8,4.0,57,11,11,,0 days 00:01:28.270000,216.277
24211,1010,840,9,2.0,57,7,11,,0 days 00:01:27.568000,218.011
24212,1010,826,10,1.0,57,6,11,,0 days 00:01:27.448000,218.31
24213,1010,842,11,0.0,57,5,11,,0 days 00:01:27.229000,218.858
24214,1010,846,12,0.0,57,16,11,,0 days 00:01:28.555000,215.581
24215,1010,815,13,0.0,57,15,11,,0 days 00:01:28.485000,215.751
24216,1010,848,14,0.0,57,10,11,,0 days 00:01:28.188000,216.478
24217,1010,841,15,0.0,57,14,11,,0 days 00:01:28.479000,215.766
24218,1010,847,16,0.0,56,17,12,,0 days 00:01:28.713000,215.197
24219,1010,9,17,0.0,55,18,13,,0 days 00:01:29.284000,213.821
24220,1010,154,18,0.0,29,13,36,,0 days 00:01:28.462000,215.807
24221,1010,817,19,0.0,28,19,137,,0 days 00:01:29.848000,212.478
24222,1010,832,20,0.0,9,20,5,,0 days 00:01:30.899000,210.022
24223,1011,1,1,25.0,57,2,1,0 days 01:34:21.295000,0 days 00:01:33.528000,208.314
24224,1011,822,2,18.0,57,3,1,0 days 01:34:24.275000,0 days 00:01:34.209000,206.808
